name,num_parts,num_vertices,num_edges,part_time,sys_time,comm_vol,edge_cut,avg_part_size,std_part_size,min_part_size,max_part_size,perf_time,perf_total_time,perf_std
com-orkut.ungraph.txt.metis,2,3072441,117185083,54.891492,0.398621s,2499467,22146070,1536220.500,46087.500,1490133,1582308,91.60,92.99,1.27
twitter-2010.txt.tmp.source_sorted.metis,16,41652230,1202513046,2670.989145,5.447307s,221610120,1483607722,2603264.375,45531.484,2574979,2681363,3440.28,3469.97,14.85
twitter-2010.txt.tmp.source_sorted.metis,16,41652230,1202513046,2712.803767,5.280577s,221610120,1483607722,2603264.375,45531.484,2574979,2681363,3484.44,3469.97,14.85
twitter-2010.txt.tmp.source_sorted.metis,16,41652230,1202513046,2720.465322,5.352909s,221610120,1483607722,2603264.375,45531.484,2574979,2681363,3485.19,3469.97,14.85
com-lj.ungraph.txt.metis,128,3997962,34681189,525.906062,0.156884s,16610624,32631158,31234.078,307.581,31098,32172,624.42,625.55,1.17
com-lj.ungraph.txt.metis,128,3997962,34681189,525.803845,0.163995s,16610624,32631158,31234.078,307.581,31098,32172,624.34,625.55,1.17
com-lj.ungraph.txt.metis,128,3997962,34681189,528.166065,0.191997s,16610624,32631158,31234.078,307.581,31098,32172,627.89,625.55,1.17
twitter-2010.txt.tmp.source_sorted.metis,256,41652230,1202513046,43389.203815,9.902220s,562038378,1933621028,162704.023,2252.117,161558,167586,45886.11,46083.75,122.43
twitter-2010.txt.tmp.source_sorted.metis,256,41652230,1202513046,43794.165137,19.374087s,562038378,1933621028,162704.023,2252.117,161558,167586,46307.76,46083.75,122.43
twitter-2010.txt.tmp.source_sorted.metis,256,41652230,1202513046,43542.351947,18.645001s,562038378,1933621028,162704.023,2252.117,161558,167586,46057.39,46083.75,122.43
roadNet-TX.txt.metis,8,1379917,1921660,4.023899,0.004001s,739977,793030,172489.625,11.313,172479,172509,7.2770,7.2521,0.0127
roadNet-TX.txt.metis,8,1379917,1921660,3.984983,0.011996s,739977,793030,172489.625,11.313,172479,172509,7.2351,7.2521,0.0127
roadNet-TX.txt.metis,8,1379917,1921660,4.002603,0.007984s,739977,793030,172489.625,11.313,172479,172509,7.2442,7.2521,0.0127
com-lj.ungraph.txt.metis,64,3997962,34681189,268.384154,0.194523s,14480615,30413562,62468.156,652.320,62209,64343,327.078,327.501,0.247
com-lj.ungraph.txt.metis,64,3997962,34681189,268.710045,0.210747s,14480615,30413562,62468.156,652.320,62209,64343,327.492,327.501,0.247
com-lj.ungraph.txt.metis,64,3997962,34681189,268.913389,0.213469s,14480615,30413562,62468.156,652.320,62209,64343,327.934,327.501,0.247
soc-lastfm.metis,2,1191805,4519330,3.123246,0.022481s,562024,2064168,595902.500,17877.500,578025,613780,5.64913,5.65252,0.00247
soc-lastfm.metis,2,1191805,4519330,3.013217,0.015999s,562024,2064168,595902.500,17877.500,578025,613780,5.65732,5.65252,0.00247
soc-lastfm.metis,2,1191805,4519330,3.125672,0.032166s,562024,2064168,595902.500,17877.500,578025,613780,5.65111,5.65252,0.00247
cit-Patents.txt.metis,16,3774768,16518947,44.395531,0.054258s,14241058,22593010,235923.000,4.108,235916,235933,68.7778,68.7299,0.0709
cit-Patents.txt.metis,16,3774768,16518947,44.380002,0.072116s,14241058,22593010,235923.000,4.108,235916,235933,68.8214,68.7299,0.0709
cit-Patents.txt.metis,16,3774768,16518947,44.297207,0.054469s,14241058,22593010,235923.000,4.108,235916,235933,68.5904,68.7299,0.0709
com-friendster.ungraph.txt.tmp.source_sorted.metis,32,65608366,1806067135,7459.672551,29.151709s,388316067,1941001080,2050261.438,38572.357,2025161,2111770,9001.64,9014.05,7.15
com-friendster.ungraph.txt.tmp.source_sorted.metis,32,65608366,1806067135,7469.164191,29.046155s,388316067,1941001080,2050261.438,38572.357,2025161,2111770,9014.09,9014.05,7.15
com-friendster.ungraph.txt.tmp.source_sorted.metis,32,65608366,1806067135,7468.387022,29.051256s,388316067,1941001080,2050261.438,38572.357,2025161,2111770,9026.41,9014.05,7.15
wiki-Talk.txt.metis,16,2394385,4659565,15.047423,0.015985s,2411687,6290610,149649.062,1159.306,149348,154139,24.9640,24.9842,0.0294
wiki-Talk.txt.metis,16,2394385,4659565,15.079302,0.007998s,2411687,6290610,149649.062,1159.306,149348,154139,25.0421,24.9842,0.0294
wiki-Talk.txt.metis,16,2394385,4659565,14.994130,0.015999s,2411687,6290610,149649.062,1159.306,149348,154139,24.9465,24.9842,0.0294
roadNet-PA.txt.metis,32,1088092,1541898,8.998413,0.012879s,650312,690050,34002.875,15.398,33983,34056,15.5904,15.4593,0.0703
roadNet-PA.txt.metis,32,1088092,1541898,8.844409,0.000000s,650312,690050,34002.875,15.398,33983,34056,15.4378,15.4593,0.0703
roadNet-PA.txt.metis,32,1088092,1541898,8.750403,0.012003s,650312,690050,34002.875,15.398,33983,34056,15.3498,15.4593,0.0703
com-youtube.ungraph.txt.metis,8,1134890,2987624,5.043663,0.006209s,1081485,2231328,141861.250,2457.927,140393,146118,8.4185,8.3476,0.0357
com-youtube.ungraph.txt.metis,8,1134890,2987624,4.940408,0.015993s,1081485,2231328,141861.250,2457.927,140393,146118,8.3041,8.3476,0.0357
com-youtube.ungraph.txt.metis,8,1134890,2987624,4.948238,0.007996s,1081485,2231328,141861.250,2457.927,140393,146118,8.3203,8.3476,0.0357
com-dblp.ungraph.txt.metis,4,317080,1049866,1.208864,0.008075s,197258,446616,79270.000,14.543,79255,79294,2.0203,1.8837,0.0690
com-dblp.ungraph.txt.metis,4,317080,1049866,1.057295,0.003996s,197258,446616,79270.000,14.543,79255,79294,1.7990,1.8837,0.0690
com-dblp.ungraph.txt.metis,4,317080,1049866,1.080421,0.003992s,197258,446616,79270.000,14.543,79255,79294,1.8317,1.8837,0.0690
com-lj.ungraph.txt.metis,16,3997962,34681189,77.008264,0.147517s,9157593,23475180,249872.625,2895.161,248621,257369,103.744,103.948,0.125
com-lj.ungraph.txt.metis,16,3997962,34681189,77.475682,0.144573s,9157593,23475180,249872.625,2895.161,248621,257369,104.176,103.948,0.125
com-lj.ungraph.txt.metis,16,3997962,34681189,77.105427,0.154825s,9157593,23475180,249872.625,2895.161,248621,257369,103.925,103.948,0.125
com-lj.ungraph.txt.metis,2,3997962,34681189,19.677280,0.300679s,2510233,7765032,1998981.000,59970.000,1939011,2058951,33.879,33.538,0.171
com-lj.ungraph.txt.metis,2,3997962,34681189,19.458523,0.084000s,2510233,7765032,1998981.000,59970.000,1939011,2058951,33.394,33.538,0.171
com-lj.ungraph.txt.metis,2,3997962,34681189,19.389548,0.095995s,2510233,7765032,1998981.000,59970.000,1939011,2058951,33.341,33.538,0.171
ydata-yim-friends-graph-v1_0.txt.metis,32,1878736,4079161,22.263033,0.022399s,4144063,4897170,58710.500,1.146,58708,58714,35.8205,35.8010,0.0104
ydata-yim-friends-graph-v1_0.txt.metis,32,1878736,4079161,22.235058,0.019998s,4144063,4897170,58710.500,1.146,58708,58714,35.7851,35.8010,0.0104
ydata-yim-friends-graph-v1_0.txt.metis,32,1878736,4079161,22.202840,0.027999s,4144063,4897170,58710.500,1.146,58708,58714,35.7974,35.8010,0.0104
com-lj.ungraph.txt.metis,32,3997962,34681189,142.517431,0.136074s,11897938,26530752,124936.312,1416.954,124395,128685,180.647,180.181,0.243
com-lj.ungraph.txt.metis,32,3997962,34681189,142.297767,0.095999s,11897938,26530752,124936.312,1416.954,124395,128685,180.066,180.181,0.243
com-lj.ungraph.txt.metis,32,3997962,34681189,141.830189,0.135443s,11897938,26530752,124936.312,1416.954,124395,128685,179.831,180.181,0.243
soc-LiveJournal1.txt.metis,2,4846609,42851237,24.493668,0.155958s,2326784,9645246,2423304.500,72699.500,2350605,2496004,42.115,41.923,0.104
soc-LiveJournal1.txt.metis,2,4846609,42851237,24.437392,0.140185s,2326784,9645246,2423304.500,72699.500,2350605,2496004,41.897,41.923,0.104
soc-LiveJournal1.txt.metis,2,4846609,42851237,24.259233,0.116259s,2326784,9645246,2423304.500,72699.500,2350605,2496004,41.758,41.923,0.104
com-dblp.ungraph.txt.metis,8,317080,1049866,1.794739,0.000000s,273873,531460,39635.000,17.103,39608,39663,2.7596,2.6620,0.0488
com-dblp.ungraph.txt.metis,8,317080,1049866,1.641166,0.003997s,273873,531460,39635.000,17.103,39608,39663,2.6164,2.6620,0.0488
com-dblp.ungraph.txt.metis,8,317080,1049866,1.629620,0.003999s,273873,531460,39635.000,17.103,39608,39663,2.6100,2.6620,0.0488
soc-lastfm.metis,16,1191805,4519330,11.437620,0.032254s,1891556,4539760,74487.812,577.314,74327,76723,17.3301,17.3425,0.0483
soc-lastfm.metis,16,1191805,4519330,11.663726,0.011925s,1891556,4539760,74487.812,577.314,74327,76723,17.4316,17.3425,0.0483
soc-lastfm.metis,16,1191805,4519330,11.499576,0.022729s,1891556,4539760,74487.812,577.314,74327,76723,17.2657,17.3425,0.0483
twitter-2010.txt.tmp.source_sorted.metis,4,41652230,1202513046,933.616934,4.931956s,85166417,989730598,10413057.500,186184.738,10271198,10725450,1509.29,1518.88,8.68
twitter-2010.txt.tmp.source_sorted.metis,4,41652230,1202513046,935.420638,5.256058s,85166417,989730598,10413057.500,186184.738,10271198,10725450,1511.15,1518.88,8.68
twitter-2010.txt.tmp.source_sorted.metis,4,41652230,1202513046,962.637103,5.117152s,85166417,989730598,10413057.500,186184.738,10271198,10725450,1536.20,1518.88,8.68
ydata-yim-friends-graph-v1_0.txt.metis,4,1878736,4079161,5.396978,0.004201s,1835203,3514776,469684.000,1.000,469683,469685,10.0858,10.2528,0.0839
ydata-yim-friends-graph-v1_0.txt.metis,4,1878736,4079161,5.334528,0.024394s,1835203,3514776,469684.000,1.000,469683,469685,10.3489,10.2528,0.0839
ydata-yim-friends-graph-v1_0.txt.metis,4,1878736,4079161,5.593509,0.008262s,1835203,3514776,469684.000,1.000,469683,469685,10.3239,10.2528,0.0839
com-orkut.ungraph.txt.metis,32,3072441,117185083,463.396328,0.508436s,33829119,130559344,96013.781,2045.935,93649,98895,543.674,544.140,0.818
com-orkut.ungraph.txt.metis,32,3072441,117185083,463.386701,0.516129s,33829119,130559344,96013.781,2045.935,93649,98895,545.732,544.140,0.818
com-orkut.ungraph.txt.metis,32,3072441,117185083,462.689598,0.571734s,33829119,130559344,96013.781,2045.935,93649,98895,543.015,544.140,0.818
com-youtube.ungraph.txt.metis,256,1134890,2987624,100.574507,0.015543s,1948548,3515236,4433.164,63.283,4396,4567,147.110,147.304,0.206
com-youtube.ungraph.txt.metis,256,1134890,2987624,100.540640,0.034933s,1948548,3515236,4433.164,63.283,4396,4567,147.085,147.304,0.206
com-youtube.ungraph.txt.metis,256,1134890,2987624,100.991560,0.032936s,1948548,3515236,4433.164,63.283,4396,4567,147.716,147.304,0.206
wiki-Talk.txt.metis,256,2394385,4659565,177.271313,0.041862s,3364112,7328850,9353.066,75.936,9330,9634,274.9724,275.0685,0.0621
wiki-Talk.txt.metis,256,2394385,4659565,177.364287,0.050484s,3364112,7328850,9353.066,75.936,9330,9634,275.0484,275.0685,0.0621
wiki-Talk.txt.metis,256,2394385,4659565,177.570299,0.052053s,3364112,7328850,9353.066,75.936,9330,9634,275.1846,275.0685,0.0621
com-youtube.ungraph.txt.metis,4,1134890,2987624,3.531354,0.005253s,873674,1558232,283722.500,4914.742,280850,292235,6.0610,5.8965,0.0825
com-youtube.ungraph.txt.metis,4,1134890,2987624,3.284906,0.003998s,873674,1558232,283722.500,4914.742,280850,292235,5.8028,5.8965,0.0825
com-youtube.ungraph.txt.metis,4,1134890,2987624,3.286257,0.003999s,873674,1558232,283722.500,4914.742,280850,292235,5.8257,5.8965,0.0825
wiki-Talk.txt.metis,128,2394385,4659565,90.862227,0.039998s,2819320,7128040,18706.133,122.387,18669,19268,142.277,142.061,0.125
wiki-Talk.txt.metis,128,2394385,4659565,91.102942,0.029547s,2819320,7128040,18706.133,122.387,18669,19268,142.062,142.061,0.125
wiki-Talk.txt.metis,128,2394385,4659565,90.882329,0.062288s,2819320,7128040,18706.133,122.387,18669,19268,141.844,142.061,0.125
com-dblp.ungraph.txt.metis,128,317080,1049866,17.715367,0.005741s,428802,667620,2477.188,14.302,2460,2552,24.5302,24.6215,0.0912
com-dblp.ungraph.txt.metis,128,317080,1049866,17.819779,0.007998s,428802,667620,2477.188,14.302,2460,2552,24.8039,24.6215,0.0912
com-dblp.ungraph.txt.metis,128,317080,1049866,17.693437,0.007710s,428802,667620,2477.188,14.302,2460,2552,24.5304,24.6215,0.0912
roadNet-TX.txt.metis,4,1379917,1921660,2.898606,0.004110s,618157,676240,344979.250,2.487,344977,344983,5.2640,5.1545,0.0548
roadNet-TX.txt.metis,4,1379917,1921660,2.725929,0.019996s,618157,676240,344979.250,2.487,344977,344983,5.0959,5.1545,0.0548
roadNet-TX.txt.metis,4,1379917,1921660,2.743294,0.002318s,618157,676240,344979.250,2.487,344977,344983,5.1035,5.1545,0.0548
wiki-Talk.txt.metis,64,2394385,4659565,48.491113,0.031750s,2741417,7269008,37412.266,141.693,37392,38535,76.391,75.876,0.262
wiki-Talk.txt.metis,64,2394385,4659565,48.023624,0.018479s,2741417,7269008,37412.266,141.693,37392,38535,75.697,75.876,0.262
wiki-Talk.txt.metis,64,2394385,4659565,47.855091,0.024000s,2741417,7269008,37412.266,141.693,37392,38535,75.539,75.876,0.262
ydata-yim-friends-graph-v1_0.txt.metis,128,1878736,4079161,75.637797,0.018378s,4765600,5129866,14677.625,1.474,14673,14682,116.7353,116.7736,0.0191
ydata-yim-friends-graph-v1_0.txt.metis,128,1878736,4079161,75.691470,0.026264s,4765600,5129866,14677.625,1.474,14673,14682,116.7935,116.7736,0.0191
ydata-yim-friends-graph-v1_0.txt.metis,128,1878736,4079161,75.665722,0.031998s,4765600,5129866,14677.625,1.474,14673,14682,116.7919,116.7736,0.0191
com-orkut.ungraph.txt.metis,128,3072441,117185083,1708.742236,0.642598s,58949450,150759132,24003.445,464.380,23500,24724,1845.05,1847.56,1.79
com-orkut.ungraph.txt.metis,128,3072441,117185083,1710.441569,0.707060s,58949450,150759132,24003.445,464.380,23500,24724,1846.62,1847.56,1.79
com-orkut.ungraph.txt.metis,128,3072441,117185083,1713.498891,0.639070s,58949450,150759132,24003.445,464.380,23500,24724,1851.01,1847.56,1.79
com-orkut.ungraph.txt.metis,16,3072441,117185083,243.421051,0.394061s,23243924,119599330,192027.562,4145.413,187233,197789,308.892,309.065,0.721
com-orkut.ungraph.txt.metis,16,3072441,117185083,242.435135,0.515932s,23243924,119599330,192027.562,4145.413,187233,197789,307.912,309.065,0.721
com-orkut.ungraph.txt.metis,16,3072441,117185083,245.205718,0.379999s,23243924,119599330,192027.562,4145.413,187233,197789,310.393,309.065,0.721
wiki-topcats.txt.metis,128,1791489,25444207,372.735751,0.131999s,15144109,35765024,13996.008,433.270,13468,14416,423.819,423.375,0.222
wiki-topcats.txt.metis,128,1791489,25444207,372.019288,0.150378s,15144109,35765024,13996.008,433.270,13468,14416,423.163,423.375,0.222
wiki-topcats.txt.metis,128,1791489,25444207,372.062974,0.111997s,15144109,35765024,13996.008,433.270,13468,14416,423.144,423.375,0.222
soc-LiveJournal1.txt.metis,16,4846609,42851237,97.154044,0.134996s,10185971,24518450,302913.062,4368.641,300499,312001,129.308,129.441,0.138
soc-LiveJournal1.txt.metis,16,4846609,42851237,97.564107,0.223995s,10185971,24518450,302913.062,4368.641,300499,312001,129.718,129.441,0.138
soc-LiveJournal1.txt.metis,16,4846609,42851237,97.332265,0.155997s,10185971,24518450,302913.062,4368.641,300499,312001,129.298,129.441,0.138
ydata-yim-friends-graph-v1_0.txt.metis,8,1878736,4079161,8.310319,0.003856s,2760844,4232972,234842.000,1.225,234840,234844,14.5285,14.4916,0.0720
ydata-yim-friends-graph-v1_0.txt.metis,8,1878736,4079161,8.374289,0.014536s,2760844,4232972,234842.000,1.225,234840,234844,14.5936,14.4916,0.0720
ydata-yim-friends-graph-v1_0.txt.metis,8,1878736,4079161,8.120711,0.014920s,2760844,4232972,234842.000,1.225,234840,234844,14.3526,14.4916,0.0720
soc-pokec-relationships.txt.metis,64,1632803,22301964,173.517706,0.092031s,12411248,24724046,25512.547,370.287,25288,26278,203.658,204.067,0.212
soc-pokec-relationships.txt.metis,64,1632803,22301964,174.248464,0.079986s,12411248,24724046,25512.547,370.287,25288,26278,204.372,204.067,0.212
soc-pokec-relationships.txt.metis,64,1632803,22301964,173.863860,0.060010s,12411248,24724046,25512.547,370.287,25288,26278,204.170,204.067,0.212
com-youtube.ungraph.txt.metis,128,1134890,2987624,51.465121,0.025309s,1800925,3440732,8866.328,126.581,8794,9133,75.8956,75.8664,0.0597
com-youtube.ungraph.txt.metis,128,1134890,2987624,51.429917,0.019999s,1800925,3440732,8866.328,126.581,8794,9133,75.9521,75.8664,0.0597
com-youtube.ungraph.txt.metis,128,1134890,2987624,51.290676,0.038353s,1800925,3440732,8866.328,126.581,8794,9133,75.7516,75.8664,0.0597
com-friendster.ungraph.txt.tmp.source_sorted.metis,2,65608366,1806067135,1221.931717,21.235100s,51826036,347079588,32804183.000,984126.000,31820057,33788309,1979.44,1990.56,10.84
com-friendster.ungraph.txt.tmp.source_sorted.metis,2,65608366,1806067135,1261.312374,22.686374s,51826036,347079588,32804183.000,984126.000,31820057,33788309,2012.25,1990.56,10.84
com-friendster.ungraph.txt.tmp.source_sorted.metis,2,65608366,1806067135,1219.405845,22.028736s,51826036,347079588,32804183.000,984126.000,31820057,33788309,1980.00,1990.56,10.84
com-friendster.ungraph.txt.tmp.source_sorted.metis,4,65608366,1806067135,1672.517244,23.723433s,84582350,614608850,16402091.500,430905.586,15973531,16894155,2531.66,2547.44,9.67
com-friendster.ungraph.txt.tmp.source_sorted.metis,4,65608366,1806067135,1720.132887,24.819356s,84582350,614608850,16402091.500,430905.586,15973531,16894155,2565.01,2547.44,9.67
com-friendster.ungraph.txt.tmp.source_sorted.metis,4,65608366,1806067135,1689.517423,26.226469s,84582350,614608850,16402091.500,430905.586,15973531,16894155,2545.67,2547.44,9.67
com-orkut.ungraph.txt.metis,8,3072441,117185083,136.696016,0.489434s,14139121,103903158,384055.125,9805.257,369767,395577,193.005,194.018,0.609
com-orkut.ungraph.txt.metis,8,3072441,117185083,138.963057,0.493005s,14139121,103903158,384055.125,9805.257,369767,395577,195.109,194.018,0.609
com-orkut.ungraph.txt.metis,8,3072441,117185083,138.177456,0.448359s,14139121,103903158,384055.125,9805.257,369767,395577,193.938,194.018,0.609
wiki-topcats.txt.metis,8,1791489,25444207,31.181925,0.120210s,4972441,24124888,223936.125,5620.938,217337,230655,45.245,44.970,0.261
wiki-topcats.txt.metis,8,1791489,25444207,31.235970,0.116341s,4972441,24124888,223936.125,5620.938,217337,230655,45.217,44.970,0.261
wiki-topcats.txt.metis,8,1791489,25444207,30.522197,0.086242s,4972441,24124888,223936.125,5620.938,217337,230655,44.448,44.970,0.261
com-dblp.ungraph.txt.metis,32,317080,1049866,5.024187,0.004091s,369753,610496,9908.750,54.080,9890,10207,7.1830,7.0840,0.0499
com-dblp.ungraph.txt.metis,32,317080,1049866,4.874989,0.000000s,369753,610496,9908.750,54.080,9890,10207,7.0243,7.0840,0.0499
com-dblp.ungraph.txt.metis,32,317080,1049866,4.884965,0.003999s,369753,610496,9908.750,54.080,9890,10207,7.0446,7.0840,0.0499
com-orkut.ungraph.txt.metis,64,3072441,117185083,873.247271,0.458900s,46006968,140490784,48006.891,950.398,46967,49448,972.66,975.19,3.06
com-orkut.ungraph.txt.metis,64,3072441,117185083,871.974258,0.548365s,46006968,140490784,48006.891,950.398,46967,49448,971.64,975.19,3.06
com-orkut.ungraph.txt.metis,64,3072441,117185083,877.009678,0.644978s,46006968,140490784,48006.891,950.398,46967,49448,981.29,975.19,3.06
com-friendster.ungraph.txt.tmp.source_sorted.metis,256,65608366,1806067135,53819.134779,35.113805s,860446274,2330002968,256282.680,5574.284,251785,263972,57874.57,57796.69,47.26
com-friendster.ungraph.txt.tmp.source_sorted.metis,256,65608366,1806067135,53541.282168,37.198474s,860446274,2330002968,256282.680,5574.284,251785,263972,57804.15,57796.69,47.26
com-friendster.ungraph.txt.tmp.source_sorted.metis,256,65608366,1806067135,53480.022221,41.146528s,860446274,2330002968,256282.680,5574.284,251785,263972,57711.36,57796.69,47.26
soc-pokec-relationships.txt.metis,16,1632803,22301964,49.725423,0.087717s,7627319,20834420,102050.188,1325.070,101312,105112,65.570,66.014,0.224
soc-pokec-relationships.txt.metis,16,1632803,22301964,50.390100,0.088420s,7627319,20834420,102050.188,1325.070,101312,105112,66.288,66.014,0.224
soc-pokec-relationships.txt.metis,16,1632803,22301964,50.100040,0.084977s,7627319,20834420,102050.188,1325.070,101312,105112,66.184,66.014,0.224
soc-lastfm.metis,32,1191805,4519330,20.681489,0.011643s,2398316,5000628,37243.906,422.786,37077,38362,29.653,29.453,0.104
soc-lastfm.metis,32,1191805,4519330,20.536829,0.011999s,2398316,5000628,37243.906,422.786,37077,38362,29.400,29.453,0.104
soc-lastfm.metis,32,1191805,4519330,20.422405,0.020000s,2398316,5000628,37243.906,422.786,37077,38362,29.306,29.453,0.104
as-skitter.txt.metis,32,1696415,11095298,45.748490,0.060000s,2907877,10883548,53012.969,1019.623,52302,54604,59.7516,59.8189,0.0739
as-skitter.txt.metis,32,1696415,11095298,45.753815,0.032000s,2907877,10883548,53012.969,1019.623,52302,54604,59.7386,59.8189,0.0739
as-skitter.txt.metis,32,1696415,11095298,45.965426,0.051999s,2907877,10883548,53012.969,1019.623,52302,54604,59.9664,59.8189,0.0739
com-youtube.ungraph.txt.metis,64,1134890,2987624,27.086838,0.020265s,1610362,3222552,17732.656,290.961,17542,18265,40.431,40.331,0.114
com-youtube.ungraph.txt.metis,64,1134890,2987624,26.773285,0.012026s,1610362,3222552,17732.656,290.961,17542,18265,40.103,40.331,0.114
com-youtube.ungraph.txt.metis,64,1134890,2987624,27.110967,0.007516s,1610362,3222552,17732.656,290.961,17542,18265,40.457,40.331,0.114
com-friendster.ungraph.txt.tmp.source_sorted.metis,128,65608366,1806067135,27190.454488,32.244929s,683817958,2233843384,512565.359,10682.803,504571,527943,29878.52,29807.94,35.30
com-friendster.ungraph.txt.tmp.source_sorted.metis,128,65608366,1806067135,27096.538134,31.017224s,683817958,2233843384,512565.359,10682.803,504571,527943,29771.02,29807.94,35.30
com-friendster.ungraph.txt.tmp.source_sorted.metis,128,65608366,1806067135,27081.059596,31.469516s,683817958,2233843384,512565.359,10682.803,504571,527943,29774.28,29807.94,35.30
roadNet-PA.txt.metis,4,1088092,1541898,2.180667,0.008008s,488819,537824,272023.000,3.391,272018,272027,4.04172,4.02279,0.00949
roadNet-PA.txt.metis,4,1088092,1541898,2.155893,0.007991s,488819,537824,272023.000,3.391,272018,272027,4.01455,4.02279,0.00949
roadNet-PA.txt.metis,4,1088092,1541898,2.157596,0.007997s,488819,537824,272023.000,3.391,272018,272027,4.01210,4.02279,0.00949
com-friendster.ungraph.txt.tmp.source_sorted.metis,64,65608366,1806067135,13957.706211,29.883408s,532129901,2115622208,1025130.719,23778.815,1005124,1055885,15915.45,15952.90,38.30
com-friendster.ungraph.txt.tmp.source_sorted.metis,64,65608366,1806067135,13953.122205,30.125898s,532129901,2115622208,1025130.719,23778.815,1005124,1055885,15913.74,15952.90,38.30
com-friendster.ungraph.txt.tmp.source_sorted.metis,64,65608366,1806067135,14023.484067,31.347949s,532129901,2115622208,1025130.719,23778.815,1005124,1055885,16029.50,15952.90,38.30
com-dblp.ungraph.txt.metis,64,317080,1049866,9.169133,0.008027s,405149,647480,4954.375,27.781,4938,5104,12.9006,12.9054,0.0224
com-dblp.ungraph.txt.metis,64,317080,1049866,9.140893,0.003999s,405149,647480,4954.375,27.781,4938,5104,12.8692,12.9054,0.0224
com-dblp.ungraph.txt.metis,64,317080,1049866,9.197809,0.006356s,405149,647480,4954.375,27.781,4938,5104,12.9463,12.9054,0.0224
wiki-topcats.txt.metis,32,1791489,25444207,99.357482,0.131521s,9451091,30705866,55984.031,2001.486,53293,57664,122.341,122.195,0.196
wiki-topcats.txt.metis,32,1791489,25444207,99.642358,0.115204s,9451091,30705866,55984.031,2001.486,53293,57664,122.438,122.195,0.196
wiki-topcats.txt.metis,32,1791489,25444207,98.976481,0.143985s,9451091,30705866,55984.031,2001.486,53293,57664,121.807,122.195,0.196
twitter-2010.txt.tmp.source_sorted.metis,32,41652230,1202513046,5171.367334,5.728344s,294834217,1610372554,1301632.188,20045.245,1290979,1340682,6088.26,6120.79,16.59
twitter-2010.txt.tmp.source_sorted.metis,32,41652230,1202513046,5210.977621,5.990382s,294834217,1610372554,1301632.188,20045.245,1290979,1340682,6131.47,6120.79,16.59
twitter-2010.txt.tmp.source_sorted.metis,32,41652230,1202513046,5217.809271,5.795195s,294834217,1610372554,1301632.188,20045.245,1290979,1340682,6142.65,6120.79,16.59
cit-Patents.txt.metis,64,3774768,16518947,144.977609,0.106922s,18804490,24608720,58980.750,5.858,58975,59018,198.4116,198.2813,0.0857
cit-Patents.txt.metis,64,3774768,16518947,144.656665,0.126416s,18804490,24608720,58980.750,5.858,58975,59018,198.1197,198.2813,0.0857
cit-Patents.txt.metis,64,3774768,16518947,144.791936,0.118840s,18804490,24608720,58980.750,5.858,58975,59018,198.3127,198.2813,0.0857
com-dblp.ungraph.txt.metis,256,317080,1049866,34.723309,0.012661s,446037,682302,1238.594,11.543,1226,1276,47.7133,47.7200,0.0522
com-dblp.ungraph.txt.metis,256,317080,1049866,34.557752,0.004000s,446037,682302,1238.594,11.543,1226,1276,47.8137,47.7200,0.0522
com-dblp.ungraph.txt.metis,256,317080,1049866,34.648549,0.012156s,446037,682302,1238.594,11.543,1226,1276,47.6332,47.7200,0.0522
roadNet-PA.txt.metis,2,1088092,1541898,1.837358,0.012473s,307320,353346,544046.000,35.000,544011,544081,3.2522,3.1173,0.0691
roadNet-PA.txt.metis,2,1088092,1541898,1.641391,0.000000s,307320,353346,544046.000,35.000,544011,544081,3.0240,3.1173,0.0691
roadNet-PA.txt.metis,2,1088092,1541898,1.672357,0.011986s,307320,353346,544046.000,35.000,544011,544081,3.0756,3.1173,0.0691
com-youtube.ungraph.txt.metis,16,1134890,2987624,8.142147,0.015999s,1236148,2712920,70930.625,1635.696,69647,73059,13.0056,13.0335,0.0303
com-youtube.ungraph.txt.metis,16,1134890,2987624,8.214504,0.004001s,1236148,2712920,70930.625,1635.696,69647,73059,13.0942,13.0335,0.0303
com-youtube.ungraph.txt.metis,16,1134890,2987624,8.127512,0.024003s,1236148,2712920,70930.625,1635.696,69647,73059,13.0008,13.0335,0.0303
twitter-2010.txt.tmp.source_sorted.metis,64,41652230,1202513046,10478.409388,6.576348s,376853818,1700112848,650816.094,10405.026,644725,670341,11648.90,11651.60,8.27
twitter-2010.txt.tmp.source_sorted.metis,64,41652230,1202513046,10496.091728,6.216553s,376853818,1700112848,650816.094,10405.026,644725,670341,11667.07,11651.60,8.27
twitter-2010.txt.tmp.source_sorted.metis,64,41652230,1202513046,10469.166658,6.412061s,376853818,1700112848,650816.094,10405.026,644725,670341,11638.82,11651.60,8.27
ydata-yim-friends-graph-v1_0.txt.metis,256,1878736,4079161,146.728214,0.048652s,4897608,5178536,7338.812,1.421,7333,7345,224.4158,224.4006,0.0114
ydata-yim-friends-graph-v1_0.txt.metis,256,1878736,4079161,146.684496,0.044000s,4897608,5178536,7338.812,1.421,7333,7345,224.3782,224.4006,0.0114
ydata-yim-friends-graph-v1_0.txt.metis,256,1878736,4079161,146.738253,0.048011s,4897608,5178536,7338.812,1.421,7333,7345,224.4078,224.4006,0.0114
